date,hour,depth,value,variable,siteID
2021-01-16,6,0.55,NA,temperature,SUGG
2021-01-16,6,0.8,NA,temperature,SUGG
2021-01-16,6,1.05,NA,temperature,SUGG
2021-01-16,6,0.05,NA,temperature,SUGG
2021-01-16,6,0.3,NA,temperature,SUGG
2021-01-16,6,0.55,NA,temperature,SUGG
2021-01-16,6,0.8,NA,temperature,SUGG
2021-01-16,6,1.05,NA,temperature,SUGG
2021-01-16,7,0.05,NA,temperature,SUGG
2021-01-16,7,0.3,NA,temperature,SUGG
2021-01-16,7,0.55,NA,temperature,SUGG
2021-01-16,7,0.8,NA,temperature,SUGG
2021-01-16,7,1.05,NA,temperature,SUGG
2021-01-16,7,0.05,NA,temperature,SUGG
2021-01-16,7,0.3,NA,temperature,SUGG
2021-01-16,7,0.55,NA,temperature,SUGG
2021-01-16,7,0.8,NA,temperature,SUGG
2021-01-16,7,1.05,NA,temperature,SUGG
2021-01-16,8,0.05,NA,temperature,SUGG
2021-01-16,8,0.3,NA,temperature,SUGG
2021-01-16,8,0.55,NA,temperature,SUGG
2021-01-16,8,0.8,NA,temperature,SUGG
2021-01-16,8,1.05,NA,temperature,SUGG
2021-01-16,8,0.05,NA,temperature,SUGG
2021-01-16,8,0.3,NA,temperature,SUGG
2021-01-16,8,0.55,NA,temperature,SUGG
2021-01-16,8,0.8,NA,temperature,SUGG
2021-01-16,8,1.05,NA,temperature,SUGG
2021-01-16,9,0.05,NA,temperature,SUGG
2021-01-16,9,0.3,NA,temperature,SUGG
2021-01-16,9,0.55,NA,temperature,SUGG
2021-01-16,9,0.8,NA,temperature,SUGG
2021-01-16,9,1.05,NA,temperature,SUGG
2021-01-16,9,0.05,NA,temperature,SUGG
2021-01-16,9,0.3,NA,temperature,SUGG
2021-01-16,9,0.55,NA,temperature,SUGG
2021-01-16,9,0.8,NA,temperature,SUGG
2021-01-16,9,1.05,NA,temperature,SUGG
2021-01-16,10,0.05,NA,temperature,SUGG
2021-01-16,10,0.3,NA,temperature,SUGG
2021-01-16,10,0.55,NA,temperature,SUGG
2021-01-16,10,0.8,NA,temperature,SUGG
2021-01-16,10,1.05,NA,temperature,SUGG
2021-01-16,10,0.05,NA,temperature,SUGG
2021-01-16,10,0.3,NA,temperature,SUGG
2021-01-16,10,0.55,NA,temperature,SUGG
2021-01-16,10,0.8,NA,temperature,SUGG
2021-01-16,10,1.05,NA,temperature,SUGG
2021-01-16,11,0.05,NA,temperature,SUGG
2021-01-16,11,0.3,NA,temperature,SUGG
2021-01-16,11,0.55,NA,temperature,SUGG
2021-01-16,11,0.8,NA,temperature,SUGG
2021-01-16,11,1.05,NA,temperature,SUGG
2021-01-16,11,0.05,NA,temperature,SUGG
2021-01-16,11,0.3,NA,temperature,SUGG
2021-01-16,11,0.55,NA,temperature,SUGG
2021-01-16,11,0.8,NA,temperature,SUGG
2021-01-16,11,1.05,NA,temperature,SUGG
2021-01-16,12,0.05,NA,temperature,SUGG
2021-01-16,12,0.3,NA,temperature,SUGG
2021-01-16,12,0.55,NA,temperature,SUGG
2021-01-16,12,0.8,NA,temperature,SUGG
2021-01-16,12,1.05,NA,temperature,SUGG
2021-01-16,12,0.05,NA,temperature,SUGG
2021-01-16,12,0.3,NA,temperature,SUGG
2021-01-16,12,0.55,NA,temperature,SUGG
2021-01-16,12,0.8,NA,temperature,SUGG
2021-01-16,12,1.05,NA,temperature,SUGG
2021-01-16,13,0.05,NA,temperature,SUGG
2021-01-16,13,0.3,NA,temperature,SUGG
2021-01-16,13,0.55,NA,temperature,SUGG
2021-01-16,13,0.8,NA,temperature,SUGG
2021-01-16,13,1.05,NA,temperature,SUGG
2021-01-16,13,0.05,NA,temperature,SUGG
2021-01-16,13,0.3,NA,temperature,SUGG
2021-01-16,13,0.55,NA,temperature,SUGG
2021-01-16,13,0.8,NA,temperature,SUGG
2021-01-16,13,1.05,NA,temperature,SUGG
2021-01-16,14,0.05,NA,temperature,SUGG
2021-01-16,14,0.3,NA,temperature,SUGG
2021-01-16,14,0.55,NA,temperature,SUGG
2021-01-16,14,0.8,NA,temperature,SUGG
2021-01-16,14,1.05,NA,temperature,SUGG
2021-01-16,14,0.05,NA,temperature,SUGG
2021-01-16,14,0.3,NA,temperature,SUGG
2021-01-16,14,0.55,NA,temperature,SUGG
2021-01-16,14,0.8,NA,temperature,SUGG
2021-01-16,14,1.05,NA,temperature,SUGG
2021-01-16,15,0.05,NA,temperature,SUGG
2021-01-16,15,0.3,NA,temperature,SUGG
2021-01-16,15,0.55,NA,temperature,SUGG
2021-01-16,15,0.8,NA,temperature,SUGG
2021-01-16,15,1.05,NA,temperature,SUGG
2021-01-16,15,0.05,NA,temperature,SUGG
2021-01-16,15,0.3,NA,temperature,SUGG
2021-01-16,15,0.55,NA,temperature,SUGG
2021-01-16,15,0.8,NA,temperature,SUGG
2021-01-16,15,1.05,NA,temperature,SUGG
2021-01-16,16,0.05,NA,temperature,SUGG
2021-01-16,16,0.3,NA,temperature,SUGG
2021-01-16,16,0.55,NA,temperature,SUGG
2021-01-16,16,0.8,NA,temperature,SUGG
2021-01-16,16,1.05,NA,temperature,SUGG
2021-01-16,16,0.05,NA,temperature,SUGG
2021-01-16,16,0.3,NA,temperature,SUGG
2021-01-16,16,0.55,NA,temperature,SUGG
2021-01-16,16,0.8,NA,temperature,SUGG
2021-01-16,16,1.05,NA,temperature,SUGG
2021-01-16,17,0.05,NA,temperature,SUGG
2021-01-16,17,0.3,NA,temperature,SUGG
2021-01-16,17,0.55,NA,temperature,SUGG
2021-01-16,17,0.8,NA,temperature,SUGG
2021-01-16,17,1.05,NA,temperature,SUGG
2021-01-16,17,0.05,NA,temperature,SUGG
2021-01-16,17,0.3,NA,temperature,SUGG
2021-01-16,17,0.55,NA,temperature,SUGG
2021-01-16,17,0.8,NA,temperature,SUGG
2021-01-16,17,1.05,NA,temperature,SUGG
2021-01-16,18,0.05,NA,temperature,SUGG
2021-01-16,18,0.3,NA,temperature,SUGG
2021-01-16,18,0.55,NA,temperature,SUGG
2021-01-16,18,0.8,NA,temperature,SUGG
2021-01-16,18,1.05,NA,temperature,SUGG
2021-01-16,18,0.05,NA,temperature,SUGG
2021-01-16,18,0.3,NA,temperature,SUGG
2021-01-16,18,0.55,NA,temperature,SUGG
2021-01-16,18,0.8,NA,temperature,SUGG
2021-01-16,18,1.05,NA,temperature,SUGG
2021-01-16,19,0.05,NA,temperature,SUGG
2021-01-16,19,0.3,NA,temperature,SUGG
2021-01-16,19,0.55,NA,temperature,SUGG
2021-01-16,19,0.8,NA,temperature,SUGG
2021-01-16,19,1.05,NA,temperature,SUGG
2021-01-16,19,0.05,NA,temperature,SUGG
2021-01-16,19,0.3,NA,temperature,SUGG
2021-01-16,19,0.55,NA,temperature,SUGG
2021-01-16,19,0.8,NA,temperature,SUGG
2021-01-16,19,1.05,NA,temperature,SUGG
2021-01-16,20,0.05,NA,temperature,SUGG
2021-01-16,20,0.3,NA,temperature,SUGG
2021-01-16,20,0.55,NA,temperature,SUGG
2021-01-16,20,0.8,NA,temperature,SUGG
2021-01-16,20,1.05,NA,temperature,SUGG
2021-01-16,20,0.05,NA,temperature,SUGG
2021-01-16,20,0.3,NA,temperature,SUGG
2021-01-16,20,0.55,NA,temperature,SUGG
2021-01-16,20,0.8,NA,temperature,SUGG
2021-01-16,20,1.05,NA,temperature,SUGG
2021-01-16,21,0.05,NA,temperature,SUGG
2021-01-16,21,0.3,NA,temperature,SUGG
2021-01-16,21,0.55,NA,temperature,SUGG
2021-01-16,21,0.8,NA,temperature,SUGG
2021-01-16,21,1.05,NA,temperature,SUGG
2021-01-16,21,0.05,NA,temperature,SUGG
2021-01-16,21,0.3,NA,temperature,SUGG
2021-01-16,21,0.55,NA,temperature,SUGG
2021-01-16,21,0.8,NA,temperature,SUGG
2021-01-16,21,1.05,NA,temperature,SUGG
2021-01-16,22,0.05,NA,temperature,SUGG
2021-01-16,22,0.3,NA,temperature,SUGG
2021-01-16,22,0.55,NA,temperature,SUGG
2021-01-16,22,0.8,NA,temperature,SUGG
2021-01-16,22,1.05,NA,temperature,SUGG
2021-01-16,22,0.05,NA,temperature,SUGG
2021-01-16,22,0.3,NA,temperature,SUGG
2021-01-16,22,0.55,NA,temperature,SUGG
2021-01-16,22,0.8,NA,temperature,SUGG
2021-01-16,22,1.05,NA,temperature,SUGG
2021-01-16,23,0.05,NA,temperature,SUGG
2021-01-16,23,0.3,NA,temperature,SUGG
2021-01-16,23,0.55,NA,temperature,SUGG
2021-01-16,23,0.8,NA,temperature,SUGG
2021-01-16,23,1.05,NA,temperature,SUGG
2021-01-16,23,0.05,NA,temperature,SUGG
2021-01-16,23,0.3,NA,temperature,SUGG
2021-01-16,23,0.55,NA,temperature,SUGG
2021-01-16,23,0.8,NA,temperature,SUGG
2021-01-16,23,1.05,NA,temperature,SUGG
2021-01-17,0,0.05,NA,temperature,SUGG
2021-01-17,0,0.3,NA,temperature,SUGG
2021-01-17,0,0.55,NA,temperature,SUGG
2021-01-17,0,0.8,NA,temperature,SUGG
2021-01-17,0,1.05,NA,temperature,SUGG
2021-01-17,0,0.05,NA,temperature,SUGG
2021-01-17,0,0.3,NA,temperature,SUGG
2021-01-17,0,0.55,NA,temperature,SUGG
2021-01-17,0,0.8,NA,temperature,SUGG
2021-01-17,0,1.05,NA,temperature,SUGG
2021-01-17,1,0.05,NA,temperature,SUGG
2021-01-17,1,0.3,NA,temperature,SUGG
2021-01-17,1,0.55,NA,temperature,SUGG
2021-01-17,1,0.8,NA,temperature,SUGG
2021-01-17,1,1.05,NA,temperature,SUGG
2021-01-17,1,0.05,NA,temperature,SUGG
2021-01-17,1,0.3,NA,temperature,SUGG
2021-01-17,1,0.55,NA,temperature,SUGG
2021-01-17,1,0.8,NA,temperature,SUGG
2021-01-17,1,1.05,NA,temperature,SUGG
2021-01-17,2,0.05,NA,temperature,SUGG
2021-01-17,2,0.3,NA,temperature,SUGG
2021-01-17,2,0.55,NA,temperature,SUGG
2021-01-17,2,0.8,NA,temperature,SUGG
2021-01-17,2,1.05,NA,temperature,SUGG
2021-01-17,2,0.05,NA,temperature,SUGG
2021-01-17,2,0.3,NA,temperature,SUGG
2021-01-17,2,0.55,NA,temperature,SUGG
2021-01-17,2,0.8,NA,temperature,SUGG
2021-01-17,2,1.05,NA,temperature,SUGG
2021-01-17,3,0.05,NA,temperature,SUGG
2021-01-17,3,0.3,NA,temperature,SUGG
2021-01-17,3,0.55,NA,temperature,SUGG
2021-01-17,3,0.8,NA,temperature,SUGG
2021-01-17,3,1.05,NA,temperature,SUGG
2021-01-17,3,0.05,NA,temperature,SUGG
2021-01-17,3,0.3,NA,temperature,SUGG
2021-01-17,3,0.55,NA,temperature,SUGG
2021-01-17,3,0.8,NA,temperature,SUGG
2021-01-17,3,1.05,NA,temperature,SUGG
2021-01-17,4,0.05,NA,temperature,SUGG
2021-01-17,4,0.3,NA,temperature,SUGG
2021-01-17,4,0.55,NA,temperature,SUGG
2021-01-17,4,0.8,NA,temperature,SUGG
2021-01-17,4,1.05,NA,temperature,SUGG
2021-01-17,4,0.05,NA,temperature,SUGG
2021-01-17,4,0.3,NA,temperature,SUGG
2021-01-17,4,0.55,NA,temperature,SUGG
2021-01-17,4,0.8,NA,temperature,SUGG
2021-01-17,4,1.05,NA,temperature,SUGG
2021-01-17,5,0.05,NA,temperature,SUGG
2021-01-17,5,0.3,NA,temperature,SUGG
2021-01-17,5,0.55,NA,temperature,SUGG
2021-01-17,5,0.8,NA,temperature,SUGG
2021-01-17,5,1.05,NA,temperature,SUGG
2021-01-17,5,0.05,NA,temperature,SUGG
2021-01-17,5,0.3,NA,temperature,SUGG
2021-01-17,5,0.55,NA,temperature,SUGG
2021-01-17,5,0.8,NA,temperature,SUGG
2021-01-17,5,1.05,NA,temperature,SUGG
2021-01-17,6,0.05,NA,temperature,SUGG
2021-01-17,6,0.3,NA,temperature,SUGG
2021-01-17,6,0.55,NA,temperature,SUGG
2021-01-17,6,0.8,NA,temperature,SUGG
2021-01-17,6,1.05,NA,temperature,SUGG
2021-01-17,6,0.05,NA,temperature,SUGG
2021-01-17,6,0.3,NA,temperature,SUGG
2021-01-17,6,0.55,NA,temperature,SUGG
2021-01-17,6,0.8,NA,temperature,SUGG
2021-01-17,6,1.05,NA,temperature,SUGG
2021-01-17,7,0.05,NA,temperature,SUGG
2021-01-17,7,0.3,NA,temperature,SUGG
2021-01-17,7,0.55,NA,temperature,SUGG
2021-01-17,7,0.8,NA,temperature,SUGG
2021-01-17,7,1.05,NA,temperature,SUGG
2021-01-17,7,0.05,NA,temperature,SUGG
2021-01-17,7,0.3,NA,temperature,SUGG
2021-01-17,7,0.55,NA,temperature,SUGG
2021-01-17,7,0.8,NA,temperature,SUGG
2021-01-17,7,1.05,NA,temperature,SUGG
2021-01-17,8,0.05,NA,temperature,SUGG
2021-01-17,8,0.3,NA,temperature,SUGG
2021-01-17,8,0.55,NA,temperature,SUGG
2021-01-17,8,0.8,NA,temperature,SUGG
2021-01-17,8,1.05,NA,temperature,SUGG
2021-01-17,8,0.05,NA,temperature,SUGG
2021-01-17,8,0.3,NA,temperature,SUGG
2021-01-17,8,0.55,NA,temperature,SUGG
2021-01-17,8,0.8,NA,temperature,SUGG
2021-01-17,8,1.05,NA,temperature,SUGG
2021-01-17,9,0.05,NA,temperature,SUGG
2021-01-17,9,0.3,NA,temperature,SUGG
2021-01-17,9,0.55,NA,temperature,SUGG
2021-01-17,9,0.8,NA,temperature,SUGG
2021-01-17,9,1.05,NA,temperature,SUGG
2021-01-17,9,0.05,NA,temperature,SUGG
2021-01-17,9,0.3,NA,temperature,SUGG
2021-01-17,9,0.55,NA,temperature,SUGG
2021-01-17,9,0.8,NA,temperature,SUGG
2021-01-17,9,1.05,NA,temperature,SUGG
2021-01-17,10,0.05,NA,temperature,SUGG
2021-01-17,10,0.3,NA,temperature,SUGG
2021-01-17,10,0.55,NA,temperature,SUGG
2021-01-17,10,0.8,NA,temperature,SUGG
2021-01-17,10,1.05,NA,temperature,SUGG
2021-01-17,10,0.05,NA,temperature,SUGG
2021-01-17,10,0.3,NA,temperature,SUGG
2021-01-17,10,0.55,NA,temperature,SUGG
2021-01-17,10,0.8,NA,temperature,SUGG
2021-01-17,10,1.05,NA,temperature,SUGG
2021-01-17,11,0.05,NA,temperature,SUGG
2021-01-17,11,0.3,NA,temperature,SUGG
2021-01-17,11,0.55,NA,temperature,SUGG
2021-01-17,11,0.8,NA,temperature,SUGG
2021-01-17,11,1.05,NA,temperature,SUGG
2021-01-17,11,0.05,NA,temperature,SUGG
2021-01-17,11,0.3,NA,temperature,SUGG
2021-01-17,11,0.55,NA,temperature,SUGG
2021-01-17,11,0.8,NA,temperature,SUGG
2021-01-17,11,1.05,NA,temperature,SUGG
2021-01-17,12,0.05,NA,temperature,SUGG
2021-01-17,12,0.3,NA,temperature,SUGG
2021-01-17,12,0.55,NA,temperature,SUGG
2021-01-17,12,0.8,NA,temperature,SUGG
2021-01-17,12,1.05,NA,temperature,SUGG
2021-01-17,12,0.05,NA,temperature,SUGG
2021-01-17,12,0.3,NA,temperature,SUGG
2021-01-17,12,0.55,NA,temperature,SUGG
2021-01-17,12,0.8,NA,temperature,SUGG
2021-01-17,12,1.05,NA,temperature,SUGG
2021-01-17,13,0.05,NA,temperature,SUGG
2021-01-17,13,0.3,NA,temperature,SUGG
2021-01-17,13,0.55,NA,temperature,SUGG
2021-01-17,13,0.8,NA,temperature,SUGG
2021-01-17,13,1.05,NA,temperature,SUGG
2021-01-17,13,0.05,NA,temperature,SUGG
2021-01-17,13,0.3,NA,temperature,SUGG
2021-01-17,13,0.55,NA,temperature,SUGG
2021-01-17,13,0.8,NA,temperature,SUGG
2021-01-17,13,1.05,NA,temperature,SUGG
2021-01-17,14,0.05,NA,temperature,SUGG
2021-01-17,14,0.3,NA,temperature,SUGG
2021-01-17,14,0.55,NA,temperature,SUGG
2021-01-17,14,0.8,NA,temperature,SUGG
2021-01-17,14,1.05,NA,temperature,SUGG
2021-01-17,14,0.05,NA,temperature,SUGG
2021-01-17,14,0.3,NA,temperature,SUGG
2021-01-17,14,0.55,NA,temperature,SUGG
2021-01-17,14,0.8,NA,temperature,SUGG
2021-01-17,14,1.05,NA,temperature,SUGG
2021-01-17,15,0.05,NA,temperature,SUGG
2021-01-17,15,0.3,NA,temperature,SUGG
2021-01-17,15,0.55,NA,temperature,SUGG
2021-01-17,15,0.8,NA,temperature,SUGG
2021-01-17,15,1.05,NA,temperature,SUGG
2021-01-17,15,0.05,NA,temperature,SUGG
2021-01-17,15,0.3,NA,temperature,SUGG
2021-01-17,15,0.55,NA,temperature,SUGG
2021-01-17,15,0.8,NA,temperature,SUGG
2021-01-17,15,1.05,NA,temperature,SUGG
2021-01-17,16,0.05,NA,temperature,SUGG
2021-01-17,16,0.3,NA,temperature,SUGG
2021-01-17,16,0.55,NA,temperature,SUGG
2021-01-17,16,0.8,NA,temperature,SUGG
2021-01-17,16,1.05,NA,temperature,SUGG
2021-01-17,16,0.05,NA,temperature,SUGG
2021-01-17,16,0.3,NA,temperature,SUGG
2021-01-17,16,0.55,NA,temperature,SUGG
2021-01-17,16,0.8,NA,temperature,SUGG
2021-01-17,16,1.05,NA,temperature,SUGG
2021-01-17,17,0.05,NA,temperature,SUGG
2021-01-17,17,0.3,NA,temperature,SUGG
2021-01-17,17,0.55,NA,temperature,SUGG
2021-01-17,17,0.8,NA,temperature,SUGG
2021-01-17,17,1.05,NA,temperature,SUGG
2021-01-17,17,0.05,NA,temperature,SUGG
2021-01-17,17,0.3,NA,temperature,SUGG
2021-01-17,17,0.55,NA,temperature,SUGG
2021-01-17,17,0.8,NA,temperature,SUGG
2021-01-17,17,1.05,NA,temperature,SUGG
2021-01-17,18,0.05,NA,temperature,SUGG
2021-01-17,18,0.3,NA,temperature,SUGG
2021-01-17,18,0.55,NA,temperature,SUGG
2021-01-17,18,0.8,NA,temperature,SUGG
2021-01-17,18,1.05,NA,temperature,SUGG
2021-01-17,18,0.05,NA,temperature,SUGG
2021-01-17,18,0.3,NA,temperature,SUGG
2021-01-17,18,0.55,NA,temperature,SUGG
2021-01-17,18,0.8,NA,temperature,SUGG
2021-01-17,18,1.05,NA,temperature,SUGG
2021-01-17,19,0.05,NA,temperature,SUGG
2021-01-17,19,0.3,NA,temperature,SUGG
2021-01-17,19,0.55,NA,temperature,SUGG
2021-01-17,19,0.8,NA,temperature,SUGG
2021-01-17,19,1.05,NA,temperature,SUGG
2021-01-17,19,0.05,NA,temperature,SUGG
2021-01-17,19,0.3,NA,temperature,SUGG
2021-01-17,19,0.55,NA,temperature,SUGG
2021-01-17,19,0.8,NA,temperature,SUGG
2021-01-17,19,1.05,NA,temperature,SUGG
2021-01-17,20,0.05,NA,temperature,SUGG
2021-01-17,20,0.3,NA,temperature,SUGG
2021-01-17,20,0.55,NA,temperature,SUGG
2021-01-17,20,0.8,NA,temperature,SUGG
2021-01-17,20,1.05,NA,temperature,SUGG
2021-01-17,20,0.05,NA,temperature,SUGG
2021-01-17,20,0.3,NA,temperature,SUGG
2021-01-17,20,0.55,NA,temperature,SUGG
2021-01-17,20,0.8,NA,temperature,SUGG
2021-01-17,20,1.05,NA,temperature,SUGG
2021-01-17,21,0.05,NA,temperature,SUGG
2021-01-17,21,0.3,NA,temperature,SUGG
2021-01-17,21,0.55,NA,temperature,SUGG
2021-01-17,21,0.8,NA,temperature,SUGG
2021-01-17,21,1.05,NA,temperature,SUGG
2021-01-17,21,0.05,NA,temperature,SUGG
2021-01-17,21,0.3,NA,temperature,SUGG
2021-01-17,21,0.55,NA,temperature,SUGG
2021-01-17,21,0.8,NA,temperature,SUGG
2021-01-17,21,1.05,NA,temperature,SUGG
2021-01-17,22,0.05,NA,temperature,SUGG
2021-01-17,22,0.3,NA,temperature,SUGG
2021-01-17,22,0.55,NA,temperature,SUGG
2021-01-17,22,0.8,NA,temperature,SUGG
2021-01-17,22,1.05,NA,temperature,SUGG
2021-01-17,22,0.05,NA,temperature,SUGG
2021-01-17,22,0.3,NA,temperature,SUGG
2021-01-17,22,0.55,NA,temperature,SUGG
2021-01-17,22,0.8,NA,temperature,SUGG
2021-01-17,22,1.05,NA,temperature,SUGG
2021-01-17,23,0.05,NA,temperature,SUGG
2021-01-17,23,0.3,NA,temperature,SUGG
2021-01-17,23,0.55,NA,temperature,SUGG
2021-01-17,23,0.8,NA,temperature,SUGG
2021-01-17,23,1.05,NA,temperature,SUGG
2021-01-17,23,0.05,NA,temperature,SUGG
2021-01-17,23,0.3,NA,temperature,SUGG
2021-01-17,23,0.55,NA,temperature,SUGG
2021-01-17,23,0.8,NA,temperature,SUGG
2021-01-17,23,1.05,NA,temperature,SUGG
2021-01-18,0,0.05,NA,temperature,SUGG
2021-01-18,0,0.3,NA,temperature,SUGG
2021-01-18,0,0.55,NA,temperature,SUGG
2021-01-18,0,0.8,NA,temperature,SUGG
2021-01-18,0,1.05,NA,temperature,SUGG
2021-01-18,0,0.05,NA,temperature,SUGG
2021-01-18,0,0.3,NA,temperature,SUGG
2021-01-18,0,0.55,NA,temperature,SUGG
2021-01-18,0,0.8,NA,temperature,SUGG
2021-01-18,0,1.05,NA,temperature,SUGG
2021-01-18,1,0.05,NA,temperature,SUGG
2021-01-18,1,0.3,NA,temperature,SUGG
2021-01-18,1,0.55,NA,temperature,SUGG
2021-01-18,1,0.8,NA,temperature,SUGG
2021-01-18,1,1.05,NA,temperature,SUGG
2021-01-18,1,0.05,NA,temperature,SUGG
2021-01-18,1,0.3,NA,temperature,SUGG
2021-01-18,1,0.55,NA,temperature,SUGG
2021-01-18,1,0.8,NA,temperature,SUGG
2021-01-18,1,1.05,NA,temperature,SUGG
2021-01-18,2,0.05,NA,temperature,SUGG
2021-01-18,2,0.3,NA,temperature,SUGG
2021-01-18,2,0.55,NA,temperature,SUGG
2021-01-18,2,0.8,NA,temperature,SUGG
2021-01-18,2,1.05,NA,temperature,SUGG
2021-01-18,2,0.05,NA,temperature,SUGG
2021-01-18,2,0.3,NA,temperature,SUGG
2021-01-18,2,0.55,NA,temperature,SUGG
2021-01-18,2,0.8,NA,temperature,SUGG
2021-01-18,2,1.05,NA,temperature,SUGG
2021-01-18,3,0.05,NA,temperature,SUGG
2021-01-18,3,0.3,NA,temperature,SUGG
2021-01-18,3,0.55,NA,temperature,SUGG
2021-01-18,3,0.8,NA,temperature,SUGG
2021-01-18,3,1.05,NA,temperature,SUGG
2021-01-18,3,0.05,NA,temperature,SUGG
2021-01-18,3,0.3,NA,temperature,SUGG
2021-01-18,3,0.55,NA,temperature,SUGG
2021-01-18,3,0.8,NA,temperature,SUGG
2021-01-18,3,1.05,NA,temperature,SUGG
2021-01-18,4,0.05,NA,temperature,SUGG
2021-01-18,4,0.3,NA,temperature,SUGG
2021-01-18,4,0.55,NA,temperature,SUGG
2021-01-18,4,0.8,NA,temperature,SUGG
2021-01-18,4,1.05,NA,temperature,SUGG
2021-01-18,4,0.05,NA,temperature,SUGG
2021-01-18,4,0.3,NA,temperature,SUGG
2021-01-18,4,0.55,NA,temperature,SUGG
2021-01-18,4,0.8,NA,temperature,SUGG
2021-01-18,4,1.05,NA,temperature,SUGG
2021-01-18,5,0.05,NA,temperature,SUGG
2021-01-18,5,0.3,NA,temperature,SUGG
2021-01-18,5,0.55,NA,temperature,SUGG
2021-01-18,5,0.8,NA,temperature,SUGG
2021-01-18,5,1.05,NA,temperature,SUGG
2021-01-18,5,0.05,NA,temperature,SUGG
2021-01-18,5,0.3,NA,temperature,SUGG
2021-01-18,5,0.55,NA,temperature,SUGG
2021-01-18,5,0.8,NA,temperature,SUGG
2021-01-18,5,1.05,NA,temperature,SUGG
2021-01-18,6,0.05,NA,temperature,SUGG
2021-01-18,6,0.3,NA,temperature,SUGG
2021-01-18,6,0.55,NA,temperature,SUGG
2021-01-18,6,0.8,NA,temperature,SUGG
2021-01-18,6,1.05,NA,temperature,SUGG
2021-01-18,6,0.05,NA,temperature,SUGG
2021-01-18,6,0.3,NA,temperature,SUGG
2021-01-18,6,0.55,NA,temperature,SUGG
2021-01-18,6,0.8,NA,temperature,SUGG
2021-01-18,6,1.05,NA,temperature,SUGG
2021-01-18,7,0.05,NA,temperature,SUGG
2021-01-18,7,0.3,NA,temperature,SUGG
2021-01-18,7,0.55,NA,temperature,SUGG
2021-01-18,7,0.8,NA,temperature,SUGG
2021-01-18,7,1.05,NA,temperature,SUGG
2021-01-18,7,0.05,NA,temperature,SUGG
2021-01-18,7,0.3,NA,temperature,SUGG
2021-01-18,7,0.55,NA,temperature,SUGG
2021-01-18,7,0.8,NA,temperature,SUGG
2021-01-18,7,1.05,NA,temperature,SUGG
2021-01-18,8,0.05,NA,temperature,SUGG
2021-01-18,8,0.3,NA,temperature,SUGG
2021-01-18,8,0.55,NA,temperature,SUGG
2021-01-18,8,0.8,NA,temperature,SUGG
2021-01-18,8,1.05,NA,temperature,SUGG
2021-01-18,8,0.05,NA,temperature,SUGG
2021-01-18,8,0.3,NA,temperature,SUGG
2021-01-18,8,0.55,NA,temperature,SUGG
2021-01-18,8,0.8,NA,temperature,SUGG
2021-01-18,8,1.05,NA,temperature,SUGG
2021-01-18,9,0.05,NA,temperature,SUGG
2021-01-18,9,0.3,NA,temperature,SUGG
2021-01-18,9,0.55,NA,temperature,SUGG
2021-01-18,9,0.8,NA,temperature,SUGG
2021-01-18,9,1.05,NA,temperature,SUGG
2021-01-18,9,0.05,NA,temperature,SUGG
2021-01-18,9,0.3,NA,temperature,SUGG
2021-01-18,9,0.55,NA,temperature,SUGG
2021-01-18,9,0.8,NA,temperature,SUGG
2021-01-18,9,1.05,NA,temperature,SUGG
2021-01-18,10,0.05,NA,temperature,SUGG
2021-01-18,10,0.3,NA,temperature,SUGG
2021-01-18,10,0.55,NA,temperature,SUGG
2021-01-18,10,0.8,NA,temperature,SUGG
2021-01-18,10,1.05,NA,temperature,SUGG
2021-01-18,10,0.05,NA,temperature,SUGG
2021-01-18,10,0.3,NA,temperature,SUGG
2021-01-18,10,0.55,NA,temperature,SUGG
2021-01-18,10,0.8,NA,temperature,SUGG
2021-01-18,10,1.05,NA,temperature,SUGG
2021-01-18,11,0.05,NA,temperature,SUGG
2021-01-18,11,0.3,NA,temperature,SUGG
2021-01-18,11,0.55,NA,temperature,SUGG
2021-01-18,11,0.8,NA,temperature,SUGG
2021-01-18,11,1.05,NA,temperature,SUGG
2021-01-18,11,0.05,NA,temperature,SUGG
2021-01-18,11,0.3,NA,temperature,SUGG
2021-01-18,11,0.55,NA,temperature,SUGG
2021-01-18,11,0.8,NA,temperature,SUGG
2021-01-18,11,1.05,NA,temperature,SUGG
2021-01-18,12,0.05,NA,temperature,SUGG
2021-01-18,12,0.3,NA,temperature,SUGG
2021-01-18,12,0.55,NA,temperature,SUGG
2021-01-18,12,0.8,NA,temperature,SUGG
2021-01-18,12,1.05,NA,temperature,SUGG
2021-01-18,12,0.05,NA,temperature,SUGG
2021-01-18,12,0.3,NA,temperature,SUGG
2021-01-18,12,0.55,NA,temperature,SUGG
2021-01-18,12,0.8,NA,temperature,SUGG
2021-01-18,12,1.05,NA,temperature,SUGG
2021-01-18,13,0.05,NA,temperature,SUGG
2021-01-18,13,0.3,NA,temperature,SUGG
2021-01-18,13,0.55,NA,temperature,SUGG
2021-01-18,13,0.8,NA,temperature,SUGG
2021-01-18,13,1.05,NA,temperature,SUGG
2021-01-18,13,0.05,NA,temperature,SUGG
2021-01-18,13,0.3,NA,temperature,SUGG
2021-01-18,13,0.55,NA,temperature,SUGG
2021-01-18,13,0.8,NA,temperature,SUGG
2021-01-18,13,1.05,NA,temperature,SUGG
2021-01-18,14,0.05,NA,temperature,SUGG
